Sup Dist,Cost Code,Library Name,City,Zip Code,Month,Year,Month-Year,Circulation
5,831,Live Oak,Arcadia,91006,January,2014,January-2014,8235
5,831,Live Oak,Arcadia,91006,February,2014,February-2014,7364
5,831,Live Oak,Arcadia,91006,March,2014,March-2014,8845
5,831,Live Oak,Arcadia,91006,April,2014,April-2014,8105
5,831,Live Oak,Arcadia,91006,May,2014,May-2014,7914
5,831,Live Oak,Arcadia,91006,June,2014,June-2014,8148
5,831,Live Oak,Arcadia,91006,July,2014,July-2014,8824
5,831,Live Oak,Arcadia,91006,August,2014,August-2014,7943
5,831,Live Oak,Arcadia,91006,September,2014,September-2014,7439
5,831,Live Oak,Arcadia,91006,October,2014,October-2014,7676
5,831,Live Oak,Arcadia,91006,November,2014,November-2014,7677
5,831,Live Oak,Arcadia,91006,December,2014,December-2014,6820
5,831,Live Oak,Arcadia,91006,January,2015,January-2015,7845
5,831,Live Oak,Arcadia,91006,February,2015,February-2015,7928
5,831,Live Oak,Arcadia,91006,March,2015,March-2015,8888
5,831,Live Oak,Arcadia,91006,April,2015,April-2015,8163
5,831,Live Oak,Arcadia,91006,May,2015,May-2015,8854
5,831,Live Oak,Arcadia,91006,June,2015,June-2015,9213
5,110,Quartz Hill,Quartz Hill,93536,January,2014,January-2014,13999
5,110,Quartz Hill,Quartz Hill,93536,February,2014,February-2014,14111
5,110,Quartz Hill,Quartz Hill,93536,March,2014,March-2014,14613
5,110,Quartz Hill,Quartz Hill,93536,April,2014,April-2014,15530
5,110,Quartz Hill,Quartz Hill,93536,May,2014,May-2014,14299
5,110,Quartz Hill,Quartz Hill,93536,June,2014,June-2014,14688
5,110,Quartz Hill,Quartz Hill,93536,July,2014,July-2014,16179
5,110,Quartz Hill,Quartz Hill,93536,August,2014,August-2014,14451
5,110,Quartz Hill,Quartz Hill,93536,September,2014,September-2014,15152
5,110,Quartz Hill,Quartz Hill,93536,October,2014,October-2014,15701
5,110,Quartz Hill,Quartz Hill,93536,November,2014,November-2014,12953
5,110,Quartz Hill,Quartz Hill,93536,December,2014,December-2014,13004
5,110,Quartz Hill,Quartz Hill,93536,January,2015,January-2015,15127
5,110,Quartz Hill,Quartz Hill,93536,February,2015,February-2015,14462
5,110,Quartz Hill,Quartz Hill,93536,March,2015,March-2015,15844
5,110,Quartz Hill,Quartz Hill,93536,April,2015,April-2015,15669
5,110,Quartz Hill,Quartz Hill,93536,May,2015,May-2015,15692
5,110,Quartz Hill,Quartz Hill,93536,June,2015,June-2015,15248
5,808,San Dimas,San Dimas,91773,January,2014,January-2014,19443
5,808,San Dimas,San Dimas,91773,February,2014,February-2014,18296
5,808,San Dimas,San Dimas,91773,March,2014,March-2014,18809
5,808,San Dimas,San Dimas,91773,April,2014,April-2014,18842
5,808,San Dimas,San Dimas,91773,May,2014,May-2014,19085
5,808,San Dimas,San Dimas,91773,June,2014,June-2014,17846
5,808,San Dimas,San Dimas,91773,July,2014,July-2014,20798
5,808,San Dimas,San Dimas,91773,August,2014,August-2014,19719
5,808,San Dimas,San Dimas,91773,September,2014,September-2014,18787
5,808,San Dimas,San Dimas,91773,October,2014,October-2014,19108
5,808,San Dimas,San Dimas,91773,November,2014,November-2014,18076
5,808,San Dimas,San Dimas,91773,December,2014,December-2014,17434
5,808,San Dimas,San Dimas,91773,January,2015,January-2015,20987
5,808,San Dimas,San Dimas,91773,February,2015,February-2015,20019
5,808,San Dimas,San Dimas,91773,March,2015,March-2015,22185
5,808,San Dimas,San Dimas,91773,April,2015,April-2015,22013
5,808,San Dimas,San Dimas,91773,May,2015,May-2015,21862
5,808,San Dimas,San Dimas,91773,June,2015,June-2015,22266
5,625,San Gabriel,San Gabriel,91776,January,2014,January-2014,18833
5,625,San Gabriel,San Gabriel,91776,February,2014,February-2014,17196
5,625,San Gabriel,San Gabriel,91776,March,2014,March-2014,19841
5,625,San Gabriel,San Gabriel,91776,April,2014,April-2014,19181
5,625,San Gabriel,San Gabriel,91776,May,2014,May-2014,17177
5,625,San Gabriel,San Gabriel,91776,June,2014,June-2014,18038
5,625,San Gabriel,San Gabriel,91776,July,2014,July-2014,19237
5,625,San Gabriel,San Gabriel,91776,August,2014,August-2014,17284
5,625,San Gabriel,San Gabriel,91776,September,2014,September-2014,16271
5,625,San Gabriel,San Gabriel,91776,October,2014,October-2014,17306
5,625,San Gabriel,San Gabriel,91776,November,2014,November-2014,12485
5,625,San Gabriel,San Gabriel,91776,December,2014,December-2014,11416
5,625,San Gabriel,San Gabriel,91776,January,2015,January-2015,13147
5,625,San Gabriel,San Gabriel,91776,February,2015,February-2015,12792
5,625,San Gabriel,San Gabriel,91776,March,2015,March-2015,14941
5,625,San Gabriel,San Gabriel,91776,April,2015,April-2015,13522
5,625,San Gabriel,San Gabriel,91776,May,2015,May-2015,13019
5,625,San Gabriel,San Gabriel,91776,June,2015,June-2015,13851
5,126,Stevenson Ranch,Stevenson Ranch,91381,January,2014,January-2014,3104
5,126,Stevenson Ranch,Stevenson Ranch,91381,February,2014,February-2014,2955
5,126,Stevenson Ranch,Stevenson Ranch,91381,March,2014,March-2014,2952
5,126,Stevenson Ranch,Stevenson Ranch,91381,April,2014,April-2014,3077
5,126,Stevenson Ranch,Stevenson Ranch,91381,May,2014,May-2014,3322
5,126,Stevenson Ranch,Stevenson Ranch,91381,June,2014,June-2014,2777
5,126,Stevenson Ranch,Stevenson Ranch,91381,July,2014,July-2014,3182
5,126,Stevenson Ranch,Stevenson Ranch,91381,August,2014,August-2014,2911
5,126,Stevenson Ranch,Stevenson Ranch,91381,September,2014,September-2014,2723
5,126,Stevenson Ranch,Stevenson Ranch,91381,October,2014,October-2014,2879
5,126,Stevenson Ranch,Stevenson Ranch,91381,November,2014,November-2014,2709
5,126,Stevenson Ranch,Stevenson Ranch,91381,December,2014,December-2014,2582
5,126,Stevenson Ranch,Stevenson Ranch,91381,January,2015,January-2015,3196
5,126,Stevenson Ranch,Stevenson Ranch,91381,February,2015,February-2015,3753
5,126,Stevenson Ranch,Stevenson Ranch,91381,March,2015,March-2015,11034
5,126,Stevenson Ranch,Stevenson Ranch,91381,April,2015,April-2015,19346
5,126,Stevenson Ranch,Stevenson Ranch,91381,May,2015,May-2015,19636
5,126,Stevenson Ranch,Stevenson Ranch,91381,June,2015,June-2015,22732
5,628,Temple City,Temple City,91780,January,2014,January-2014,21344
5,628,Temple City,Temple City,91780,February,2014,February-2014,18565
5,628,Temple City,Temple City,91780,March,2014,March-2014,20979
5,628,Temple City,Temple City,91780,April,2014,April-2014,22148
5,628,Temple City,Temple City,91780,May,2014,May-2014,21958
5,628,Temple City,Temple City,91780,June,2014,June-2014,20610
5,628,Temple City,Temple City,91780,July,2014,July-2014,22825
5,628,Temple City,Temple City,91780,August,2014,August-2014,20631
5,628,Temple City,Temple City,91780,September,2014,September-2014,20282
5,628,Temple City,Temple City,91780,October,2014,October-2014,19116
5,628,Temple City,Temple City,91780,November,2014,November-2014,17896
5,628,Temple City,Temple City,91780,December,2014,December-2014,18397
5,628,Temple City,Temple City,91780,January,2015,January-2015,20751
5,628,Temple City,Temple City,91780,February,2015,February-2015,20146
5,628,Temple City,Temple City,91780,March,2015,March-2015,22033
5,628,Temple City,Temple City,91780,April,2015,April-2015,20978
5,628,Temple City,Temple City,91780,May,2015,May-2015,20890
5,628,Temple City,Temple City,91780,June,2015,June-2015,21753
