#,Applicant Name,Discipline ,Allocation,Mailing Address,MA Part 2,Mail City,Mail State,Mail Zip,Fiscal Year
224,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"6,200 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2010-11
225,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"7,200 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2010-11
226,Unusual Suspects Theatre Co.,Theatre,"16,200 ","617 S. Olive St., Suite 812",,Los Angeles,CA,90014,2010-11
227,Valley Cultural Center,Music,"4,000 ","21550 Oxnard Street, Suite 470",Suite 470,Woodland Hills,CA,91367,2010-11
228,Valley Cultural Center,Music,"6,700 ","21550 Oxnard Street, Suite 470",Suite 470,Woodland Hills,CA,91367,2010-11
229,Velaslavasay Panorama,Visual/Design,"5,200 ",1122 W. 24th Street,,Los Angeles,CA,90007,2010-11
230,Venice Arts In Neighborhoods,Media,"7,200 ",610 California Avenue,,Venice,CA,90291,2010-11
231,Venice Chamber of Commerce,Festivals/Parades,"6,700 ",55 Rose Avenue,,Venice,CA,90291,2010-11
232,Viver Brasil Dance Company,Dance,"4,500 ",2141 N. Gower Street,,Los Angeles,CA,90068,2010-11
233,Vox Femina Los Angeles,Music,"6,200 ",3341 Caroline Avenue,,Culver City,CA,90232,2010-11
234,"Watts Summer Festival, Inc.",Multi-disciplinary,"5,200 ",944 W. 53rd Street,,Los Angeles,CA,90037,2010-11
235,We Tell Stories Inc,Theatre,"7,700 ",5740 York Boulevard,,Los Angeles,CA,90042,2010-11
236,We Tell Stories Inc,Theatre,"7,700 ",5740 York Boulevard,,Los Angeles,CA,90042,2010-11
237,West Coast Ensemble,Theatre,"5,700 ",9800-D Topanga Canyon Boulevard #168,#168,Chatsworth,CA,91311,2010-11
238,Will Geer Theatricum Botanicum,Theatre,"5,200 ",P.O. Box 1222,,Topanga,CA,90290,2010-11
239,Wills Players,Theatre,"5,500 ",5504 Tyrone Avenue,,Sherman Oaks,CA,91401,2010-11
240,Women in Film,Media,"11,000 ","6100 Wilshire Boulevard, Suite 710",Suite 710,Los Angeles,CA,90048,2010-11
241,Wordsville Inc,Literature,"5,200 ",1705 North Commonwealth Avenue #8,#8,Los Angeles,CA,90027,2010-11
242,Yiddishkayt Los Angeles,Multi-disciplinary,"9,200 ",3780 Wilshire Boulevard,,Los Angeles,CA,90010,2010-11
243,Young Musicians Foundation,Music,"23,000 ","195 S. Beverly Drive, Suite 414",Suite 414,Beverly Hills,CA,90212,2010-11
244,24th St Theatre Company,Theatre,"7,000 ",1117 W. 24th Street,,Los Angeles,CA,90007,2011-12
245,826LA,Literature,"9,800 ",1714 W. Sunset Boulevard,,Los Angeles,CA,90026,2011-12
246,A La Brava Producciones Revolucionarias,Media,"2,300 ",673 S. Fickett Street,,Los Angeles,CA,90023,2011-12
247,A Window Between Worlds,Visual/Design,"12,425 ",710 4th Avenue,", #5",Venice,CA,90291,2011-12
248,Abbot Kinney Boulevard Association,Festivals/Parades,"3,500 ",POB 1138,,Venice,CA,90294,2011-12
249,About Productions,Theatre,"4,375 ",145 N. Raymond Avenue,,Pasadena,CA,91103-3921,2011-12
250,Academy for New Musical Theatre Inc.,Theatre,"3,500 ",5628 Vineland Avenue,,North Hollywood,CA,91601,2011-12
251,Actors' Gang Inc,Theatre,"6,000 ",9070 Venice Boulevard,,Culver City,CA,90232-2305,2011-12
252,Afro-American Chamber Music Society,Music,"1,200 ",3500 W. Manchester Boulevard,", Unit 83",Inglewood,CA,90305,2011-12
253,Anani Cultural Healing Arts Center,Traditional/Folk,"3,000 ",3644 104th Street,,Inglewood,CA,90303,2011-12
254,Angels Gate Cultural Center Inc,Visual/Design,"12,425 ",3601 S. Gaffey Street,,San Pedro,CA,90731,2011-12
255,Antaeus Company,Theatre,"4,375 ",5114 Lankershim Boulevard,,North Hollywood,CA,91601,2011-12
256,Ark Theatre Company,Theatre,"1,575 ",P.O. Box 5161,,Beverly Hills,CA,90209,2011-12
257,Armand Hammer Museum of Art and Cultural Center Inc.,Visual/Design,"17,500 ",10899 Wilshire Boulevard,,Los Angeles,CA,90024,2011-12
258,Arroyo Arts Collective,Visual/Design,"4,375 ",P O Box 50835,,Los Angeles,CA,90050,2011-12
259,Art of Elysium,Visual/Design,"20,250 ",3278 Wilshire Boulevard,", Penthouse",Los Angeles,CA,90010,2011-12
260,Art Share Los Angeles Inc,Visual/Design,"7,000 ",801 E. 4th Place,,Los Angeles,CA,90013,2011-12
261,Art-In-The-Park Community Cultural Programs,Music,"1,600 ",795 N. Avenue 50,,Los Angeles,CA,90042,2011-12
262,Artist Consortium,Dance,"2,625 ",P.O. Box 32087,,Los Angeles,CA,90032,2011-12
263,Arts and Services for Disabled Incorporated,Visual/Design,"8,050 ",3962 N. Studebaker Road,", Suite 206",Long Beach,CA,90808,2011-12
264,Arts for LA,Business Management & Arts Advocacy,"9,625 ","1149 S Hill Street, H-100",,Los Angeles,CA,90015,2011-12
265,Association for the Advancement of Filipino American Arts & Culture,Multi-disciplinary,"6,125 ",760 S. Westmoreland Avenue,", Suite 266",Los Angeles,CA,90005-1409,2011-12
266,Automata Arts,Multi-disciplinary,"1,600 ",1954 N. Hillhurst Avenue,,Los Angeles,CA,90027,2011-12
267,Autry National Center of the American West,Theatre,"23,625 ",4700 Western Heritage Way,,Los Angeles,CA,90027-1462,2011-12
268,"Avenue 50 Studio, Inc.",Visual/Design,"6,000 ",131 N. Avenue 50,,Los Angeles,CA,90042,2011-12
269,Benita Bikes DanceArt Inc.,Dance,"2,200 ",10211 Sunland Boulevard,,Los Angeles,CA,91040,2011-12
270,Bethune Theatredanse,Multi-disciplinary,"7,400 ",3342 Barham Boulevard,,Los Angeles,CA,90068,2011-12
271,Beyond Baroque Foundation,Literature,"6,300 ",681 Venice Boulevard,,Venice,CA,90291,2011-12
272,"Bilingual Foundation of the Arts - Fundacion Bilingue de Los Artes, Inc.",Theatre,"7,000 ",421 N. Avenue 19,,Los Angeles,CA,90031,2011-12
273,Blank Theatre Company,Theatre,"2,700 ",1301 Lucile Avenue,,Los Angeles,CA,90026-1519,2011-12
274,Bluepalm: Art Culture Education (ACE),Dance,"7,000 ",3418 Winslow Drive,,Los Angeles,CA,90026,2011-12
275,Body Weather Laboratory,Dance,"6,125 ",636 Millwood Avenue,,Venice,CA,90291,2011-12
276,California EAR Unit Foundation,Music,"4,250 ",29654 Driver Avenue,,Castaic,CA,91384,2011-12
277,California Institute of the Arts,Multi-disciplinary,"35,000 ",24700 McBean Parkway,,Valencia,CA,91355,2011-12
278,California Institute of the Arts,Multi-disciplinary,"35,000 ",24700 McBean Parkway,,Valencia,CA,91355,2011-12
279,"California Lawyers for the Arts, Inc.",Business Management & Arts Advocacy,"5,250 ",1641 18th Street,,Santa Monica,CA,90404,2011-12
280,California Traditional Music Society,Traditional/Folk,"5,250 ",4924 Balboa Boulevard,", #637",Encino,CA,91316-4125,2011-12
281,California Traditional Music Society,Traditional/Folk,"7,875 ",4924 Balboa Boulevard,", #637",Encino,CA,91316-4125,2011-12
282,Center for Cultural Innovation,Business Management & Arts Advocacy,"14,875 ",244 S. San Pedro Street,", #401",Los Angeles,CA,90012,2011-12
283,Center for Cultural Innovation,Business Management & Arts Advocacy,"40,500 ",244 S. San Pedro Street,", #401",Los Angeles,CA,90012,2011-12
284,Center for the Study of Political Graphics,Visual/Design,"6,125 ",8124 W. 3rd Street,,Los Angeles,CA,90048,2011-12
285,Center Theatre Group of Los Angeles,Theatre,"17,500 ",601 W. Temple Street,,Los Angeles,CA,90012,2011-12
286,Collage Dance Theatre,Dance,"7,000 ",2934 1/2 Beverly Glen Circle,", #25",Los Angeles,CA,90077,2011-12
287,Collage Ensemble,Multi-disciplinary,"1,000 ",1151 5th Avenue,,Los Angeles,CA,90019,2011-12
288,Community Partners (fbo WriteGirl),Literature,"9,800 ",411 S. Main Street,", #422B",Los Angeles,CA,90013,2011-12
289,Contra-Tiempo,Dance,"2,000 ",P.O. Box 360465,,Los Angeles,CA,90036,2011-12
290,"Create Now, Inc.",Visual/Design,"6,300 ",1611 S. Hope Street,", #E",Los Angeles,CA,90015-4115,2011-12
291,"Cultural Heritage Foundation, Inc.",Culture/History,"5,415 ",3800 Homer Street,,Los Angeles,CA,90031-1530,2011-12
292,Culture Shock Los Angeles Dance Troupe,Dance,"5,250 ",4029 Pacific Avenue,", #7",San Pedro,CA,90731,2011-12
293,Da Camera Society of Mount St. Mary's College,Music,"13,125 ",10 Chester Place,,Los Angeles,CA,90007,2011-12
294,Dance Camera West,Media,"5,425 ",3400 San Marino Street,", Suite R",Los Angeles,CA,90006,2011-12
295,Dance Resource Center of Greater Los Angeles,Business Management & Arts Advocacy,"1,750 ",Post Office Box 41092,,Los Angeles,CA,90042,2011-12
296,Dance Studio Showtime - Katusha,Festivals/Parades,"6,125 ",8037 Limerick Ave,,Winnetka,CA,91306,2011-12
297,"Deaf West Theatre Company, Inc.",Theatre,"11,000 ",5114 Lankeshim Boulevard,,North Hollywood,CA,91601,2011-12
298,Diavolo Dance Theatre,Dance,"5,000 ",616 Moulton Avenue,,Los Angeles,CA,90031,2011-12
299,Eagle Rock Cultural Association,Multi-disciplinary,"5,250 ",2225 Colorado Boulevard,,Los Angeles,CA,90041,2011-12
300,Eagle Rock Cultural Association,Multi-disciplinary,"7,000 ",2225 Colorado Boulevard,,Los Angeles,CA,90041,2011-12
301,"East-West Players, Inc.",Theatre,"8,750 ",120 N. Judge John Aiso Street,,Los Angeles,CA,90012-3859,2011-12
302,Ebony Repertory Theatre,Multi-disciplinary,"5,250 ",4718 W. Washington Boulevard,,Los Angeles,CA,90016,2011-12
303,ETM-LA Inc,Music,"7,875 ",2501 W. Burbank Boulevard,", Suite 305",Burbank,CA,91505,2011-12
304,Film Independent Inc.,Media,"21,875 ",9911 W. Pico Boulevard,,Los Angeles,CA,90035,2011-12
305,"Filmforum, Inc.",Media,"3,500 ",143 N. Commonwealth Avenue,", #3",Los Angeles,CA,90004,2011-12
306,Floricanto Dance Theatre,Dance,"4,375 ",2758 E. Orange Grove Boulevard,,Pasadena,CA,91007,2011-12
307,Ford Theatre Foundation,Multi-disciplinary,"11,625 ",2580 Cahuenga Boulevard East,,Hollywood,CA,90068,2011-12
308,Foundation for World Arts,Multi-disciplinary,"6,700 ",12200 Lawler Street,,Los Angeles,CA,90066,2011-12
309,Fourth of July Celebration at Hansen Dam,Festivals/Parades,"2,625 ",8743 Burnet Avenue,,North Hills,CA,91343,2011-12
310,Francisco Martinez Dancetheatre,Dance,"2,625 ",6723 Matilija Avenue,,Valley Glen,CA,91405,2011-12
311,Friends of McGroarty Cultural Arts Center,Multi-disciplinary,"10,500 ",7570 McGroarty Terrace,,Tujunga,CA,91042,2011-12
312,Friends of McGroarty Cultural Arts Center,Multi-disciplinary,"8,750 ",7570 McGroarty Terrace,,Tujunga,CA,91042,2011-12
313,Friends of the Chinese American Museum,Culture/History,"8,750 ",425 N. Los Angeles Street,,Los Angeles,CA,90012-2980,2011-12
314,Friends of the Chinese American Museum,Culture/History,"12,425 ",425 N. Los Angeles Street,,Los Angeles,CA,90012-2980,2011-12
315,Friends of the Family,Festivals/Parades,"6,125 ",15350 Sherman Way,", Suite #140",Van Nuys,CA,91406,2011-12
316,Friends of the Junior Arts Center,Visual/Design,"6,175 ",4814 Hollywood Boulevard,,Los Angeles,CA,90027,2011-12
317,Friends The Foundation of the California African-American Museum,Multi-disciplinary,"12,250 ",600 State Drive,,Los Angeles,CA,90037,2011-12
318,FUSION Performing Dance Academy,Dance,"1,000 ",2845 West Boulevard,,Los Angeles,CA,90016,2011-12
319,Gabrielino/Tongva Springs Foundation,Traditional/Folk,"4,800 ",P.O. Box 642043,,Los Angeles,CA,90064-2043,2011-12
320,"Geffen Playhouse, Inc.",Theatre,"6,000 ",10886 Le Conte Avenue,,Los Angeles,CA,90024,2011-12
321,Granada Chamber of Commerce,Festivals/Parades,"4,500 ",17723 Chatsworth Street,,Granada Hills,CA,91344,2011-12
322,Grand Performances,Multi-disciplinary,"8,000 ",350 S. Grand Avenue,,Los Angeles,CA,90071,2011-12
323,Grand Performances,Multi-disciplinary,"26,250 ",350 S. Grand Avenue,,Los Angeles,CA,90071,2011-12
324,Grand Vision Foundation,Multi-disciplinary,"4,200 ",434 W. 6th Street,,San Pedro,CA,90731,2011-12
325,Grandeza Mexicana Folk Ballet Company,Dance,"1,750 ",12717 S. Budlong Avenue,,Los Angeles,CA,90247,2011-12
326,Greater Boyle Heights Chamber of Commerce,Festivals/Parades,"6,125 ",5271 E. Beverly Boulevard,,Los Angeles,CA,90022,2011-12
327,H E Art Project,Multi-disciplinary,"8,750 ",1140 N. Citrus Avenue,,Los Angeles,CA,90038,2011-12
328,Harmony Project,Music,"15,750 ",817 N. Vine Street,", #204",Los Angeles,CA,90038,2011-12
329,Hatchery Arts,Multi-disciplinary,"5,600 ",6133 Fountain Avenue,,Hollywood,CA,90028,2011-12
330,Helios Dance Theater,Dance,"2,100 ",809 Pacific Ave,,Venice,CA,90291,2011-12
331,Heroes of Life,Festivals/Parades,"3,500 ",11243 Glenoaks Boulevard,", Suite 7",Pacoima,CA,91331,2011-12
332,Hollywood Arts Council,Multi-disciplinary,"5,250 ",6671 Sunset Boulevard,", Suite 1502",Hollywood,CA,90028,2011-12
333,Hollywood Master Chorale,Music,"2,200 ",P.O. Box 461135,,West Hollywood,CA,90046,2011-12
334,HUC - Skirball Cultural Center,Music,"23,625 ",2701 N. Sepulveda Boulevard,,Los Angeles,CA,90049,2011-12
335,Imagination Workshop Inc,Theatre,"5,250 ","c/o UCLA Semel Institute, 760 Westwood Plaza",", Suite C8-151",Los Angeles,CA,90024,2011-12
336,INCA the Peruvian Music & Dance Ensemble,Music,"5,000 ",POB 39813,,Los Angeles,CA,90039,2011-12
337,Independent Shakespeare Co Inc,Theatre,"5,250 ",9800 D - Tapanga Canyon Blvd.,", Suite 168",Topanga Canyon,CA,91311,2011-12
338,Indian Film Festival of Los Angeles,Media,"4,550 ",400 Hauser Boulevard,", 5L",Los Angeles,CA,90036,2011-12
339,Inner-City Arts,Multi-disciplinary,"17,500 ",720 Kohler Street,,Los Angeles,CA,90021,2011-12
340,Inside Out Community Arts Inc.,Theatre,"6,125 ",2210 Lincoln Boulevard,,Venice,CA,90291,2011-12
341,Interact Theatre Company,Theatre,"2,625 ",P.O. Box 349,,North Hollywood,CA,91603-0349,2011-12
342,International Documentary,Media,"4,375 ",1201 W. 5th Street,", Suite M320",Los Angeles,CA,90017,2011-12
343,Invertigo Dance Theatre,Dance,"3,500 ",3613 Beethoven St,,Los Angeles,CA,90066,2011-12
344,Israel Independence Day Festival,Festivals/Parades,"10,500 ",18155 Elkwood Street,,Reseda,CA,91335,2011-12
345,Japanese American Cultural and Community Center,Media,"11,375 ",244 S. San Pedro Street,", #505",Los Angeles,CA,90012,2011-12
346,Japanese American National Museum,Multi-disciplinary,"18,900 ",369 E. First Street,,Los Angeles,CA,90012,2011-12
347,"Jazz Tap Ensemble, Inc.",Dance,"6,125 ",1416 Westwood Boulevard,,Los Angeles,CA,90024,2011-12
348,Justice by Uniting in Creative Energy,Multi-disciplinary,"2,000 ",P.O. Box 17837,,Los Angeles,CA,90017,2011-12
349,KCET Community Television of Southern California,Media,"26,000 ",4401 Sunset Boulevard,,Los Angeles,CA,90027,2011-12
350,KCET Community Television of Southern California,Media,"38,000 ",4401 Sunset Boulevard,,Los Angeles,CA,90027,2011-12
351,Keith Glassman Dance & Performance,Dance,"1,100 ",6306 Tipton Way,,Los Angeles,CA,90042,2011-12
352,Kim Eung Hwa & Korean Dance Academy,Traditional/Folk,"3,500 ",158 S. Western Ave.,,Los Angeles,CA,90004,2011-12
353,Kodo Arts Sphere America,Traditional/Folk,"3,500 ",3113 Roberts Ave,,Culver City,CA,90232,2011-12
354,Kwanzaa Heritage Foundation,Festivals/Parades,"7,875 ",1260 1/2 W 51st. Street,,Los Angeles,CA,90037,2011-12
355,L A Freewaves,Media,"7,175 ",6522 Hollywood Boulevard,,Los Angeles,CA,90028,2011-12
356,L A Stage Alliance,Business Management & Arts Advocacy,"15,750 ",644 S. Figueroa Street,,Los Angeles,CA,90017,2011-12
357,LA Contemporary Dance,Dance,"1,750 ",4470 W. Sunset Blvd.,", #553",Los Angeles,CA,90027,2011-12
358,La Danserie,Dance,"1,000 ",9759 Mason Avenue,,Chatsworth,CA,91311,2011-12
359,LA Theatre Works,Multi-disciplinary,"28,875 ",681 Venice Boulevard,,Venice,CA,90291-4805,2011-12
360,Latina Dance Project,Multi-disciplinary,"1,200 ",2159 Lyric Avenue,,Los Angeles,CA,90027,2011-12
361,Latin-American Cinemateca of Los Angeles,Media,"3,675 ",3714 Griffin Avenue,,Los Angeles,CA,90031,2011-12
362,LatinArt.com,Visual/Design,"4,375 ",532 N. Rossmore Ave.,", #404",Los Angeles,CA,90004,2011-12
363,Latino Theater Company,Theatre,"21,875 ",514 S. Spring Street,,Los Angeles,CA,90013,2011-12
364,LAXART,Visual/Design,"5,250 ",2640 S. La Cienega Boulevard,,Los Angeles,CA,90034,2011-12
365,Live Arts Group,Media,"3,675 ",POB 46009,,West Hollywood,CA,90046,2011-12
366,"Los Angeles Chamber Ballet, Inc.",Dance,"5,700 ",1222 S. Westgate Avenue,", Suite 102",Los Angeles,CA,90025,2011-12
367,"Los Angeles Chamber Singers, Inc.",Music,"3,000 ",2055 Kelton Avenue,,Los Angeles,CA,90025-5703,2011-12
368,"Los Angeles Chambers Orchestra Society, Inc.",Music,"8,750 ",350 S. Figueroa Street,", Suite 183",Los Angeles,CA,90071,2011-12
369,"Los Angeles Choreographers & Dancers, Inc.",Dance,"2,625 ",351 S. Virgil Avenue,,Los Angeles,CA,90020-1315,2011-12
370,Los Angeles Jewish Symphony,Music,"3,500 ",17455 La Cuesta Lane,,Encino,CA,91316-3900,2011-12
371,Los Angeles Master Chorale Association,Music,"28,875 ",135 N. Grand Avenue,,Los Angeles,CA,90012-3013,2011-12
372,Los Angeles Municipal Art Gallery Associates,Community Advancement,"5,700 ",4800 Hollywood Boulevard,,Los Angeles,CA,90027,2011-12
373,Los Angeles Opera Company,Music,"28,875 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2011-12
374,Los Angeles Philharmonic Association,Music,"30,625 ",151 S. Grand Avenue,,Los Angeles,CA,90012,2011-12
375,Los Angeles Womens Theatre Festival,Multi-disciplinary,"3,000 ",11411 Cumpston Street,", #204",North Hollywood,CA,91604,2011-12
376,Lula Washington Contemporary Dance Foundation,Dance,"11,375 ",3773 Crenshaw Boulevard,,Los Angeles,CA,90016,2011-12
377,Lummis Day Community Foundation Inc,Festivals/Parades,"5,250 ",1109 Oneonta Drive,,Los Angeles,CA,90065,2011-12
378,Machine Project,Multi-disciplinary,"3,500 ",1200-D Alvarado Street,,Los Angeles,CA,90026,2011-12
379,Main Street Canoga Park,Festivals/Parades,"3,200 ",21500 Wyandotte Street,", Suite 117",Canoga Park,CA,91303,2011-12
380,Materials & Applications,Visual/Design,"3,000 ",1619 Silver Lake Boulevard,,Los Angeles,CA,90026,2011-12
381,Monday Evening Concerts,Music,"6,125 ",3710 S. Robertson Boulevard,", Suite 200",Culver City,CA,90232,2011-12
382,Mothers-In-Action Inc,Festivals/Parades,"5,600 ",200 E. Slauson Ave,,Los Angeles,CA,90011,2011-12
383,Mural Conservancy,Visual/Design,"7,000 ",155 W. Washington Blvd.,", Ste. G1",Los Angeles,CA,90015,2011-12
384,Museum Associates,Visual/Design,"35,000 ",5905 Wilshire Boulevard,,Los Angeles,CA,90036,2011-12
385,Museum of Contemporary Art Los Angeles,Visual/Design,"8,750 ",250 S. Grand Avenue,,Los Angeles,CA,90012,2011-12
386,Museum of Jurassic Technology,Visual/Design,"4,375 ",9341 Venice Boulevard,,Los Angeles,CA,90232,2011-12
387,Museum of Latin American Art,Visual/Design,"7,700 ",628 Alamitos Avenue,,Long Beach,CA,90802,2011-12
388,Music Circle,Traditional/Folk,"7,000 ",625 S. Madison Avenue,,Pasadena,CA,91106,2011-12
389,Musical Theatre Guild,Theatre,"6,500 ",12424 Wilshire Boulevard,", Ste. 1115",Los Angeles,CA,90025,2011-12
390,"National Latino Arts, Education & Media Institute",Business Management & Arts Advocacy,"12,250 ",P.O. Box 1247,,Santa Monica,CA,90406,2011-12
391,NeedTheater,Theatre,"3,000 ",6214 Drexel Avenue,,Los Angeles,CA,90048,2011-12
392,Network of Ensemble Theaters,Business Management & Arts Advocacy,"4,800 ",1709 N. Avenue 56,,Los Angeles,CA,90042,2011-12
393,Nisei Week Foundation,Festivals/Parades,"3,500 ",244 S. San Pedro Street,", Suite #303",Los Angeles,CA,90012,2011-12
394,Odyssey Theatre Foundation,Theatre,"6,000 ",2055 S. Sepulveda Boulevard,,Los Angeles,CA,90025,2011-12
395,"Other Side of the Hill Productions, Inc.",Theatre,"4,375 ",5108 Lankershim Boulevard,,North Hollywood,CA,91601,2011-12
396,Otis Art Institute,Visual/Design,"19,250 ",9045 Lincoln Boulevard,,Los Angeles,CA,90045,2011-12
397,Outfest,Media,"21,875 ",3470 Wilshire Boulevard,", Suite 1022",Los Angeles,CA,90010,2011-12
398,Outpost for Contemporary Art,Visual/Design,"4,750 ",1268 Avenue 50,,Los Angeles,CA,90042,2011-12
399,P.S. Arts,Multi-disciplinary,"7,000 ",11965 Venice Boulevard,", #201",Los Angeles,CA,90066,2011-12
400,Pacific Islander Community Council,Festivals/Parades,"3,000 ",P.O. Box 11247,,Carson,CA,90749,2011-12
401,Pacific Serenades,Music,"4,000 ",1201 W. 5th Street,", Suite F-240",Los Angeles,CA,90017,2011-12
402,Pacoima Chamber of Commerce,Festivals/Parades,"1,575 ",13172 Van Nuys Blvd,", Suite #2",Pacoima,CA,91331,2011-12
403,Pan African Film Festival,Multi-disciplinary,"8,300 ",3775 Santa Rosalia Drive,,Los Angeles,CA,90008,2011-12
404,PEN Center USA West,Literature,"8,925 ",P.O. Box 6037,,Beverly Hills,CA,90212,2011-12
405,Performing Arts Center Los Angeles County,Multi-disciplinary,"28,000 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2011-12
